Valore;Valore;Valore;Valore;Valore;Valore;COUNT;;;;;;;;;;
11,73576389;12,28041958;12,65891204;11,60787037;11,25844907;12,33472222;1;;;;;;;;;;
12,28041958;12,65891204;11,60787037;11,25844907;12,33472222;12,5625;4;;;;;;;;;;
12,65891204;11,60787037;11,25844907;12,33472222;12,5625;13,28020833;3;;;;;;;;;;
11,60787037;11,25844907;12,33472222;12,5625;13,28020833;11,965625;6;;;;;;;;;;
11,25844907;12,33472222;12,5625;13,28020833;11,965625;10,94704519;2;;;;;;;;;;
12,33472222;12,5625;13,28020833;11,965625;10,94704519;11,94097222;2;;;;;;;;;;
12,5625;13,28020833;11,965625;10,94704519;11,94097222;12,73958333;1;;;;;;;;;;
13,28020833;11,965625;10,94704519;11,94097222;12,73958333;14,08541667;6;;;;;;;;;;
11,965625;10,94704519;11,94097222;12,73958333;14,08541667;13,33587963;5;;;;;;;;;;
10,94704519;11,94097222;12,73958333;14,08541667;13,33587963;12,25005794;5;;;;;;;;;;
11,94097222;12,73958333;14,08541667;13,33587963;12,25005794;11,31782407;4;;;;;;;;;;
12,73958333;14,08541667;13,33587963;12,25005794;11,31782407;10,19872685;2;;;;;;;;;;
14,08541667;13,33587963;12,25005794;11,31782407;10,19872685;12,46435185;7;;;;;;;;;;
13,33587963;12,25005794;11,31782407;10,19872685;12,46435185;12,68113426;6;;;;;;;;;;
12,25005794;11,31782407;10,19872685;12,46435185;12,68113426;13,44293981;4;;;;;;;;;;
11,31782407;10,19872685;12,46435185;12,68113426;13,44293981;13,62453704;3;;;;;;;;;;
10,19872685;12,46435185;12,68113426;13,44293981;13,62453704;14,0369213;4;;;;;;;;;;
12,46435185;12,68113426;13,44293981;13,62453704;14,0369213;13,96064815;3;;;;;;;;;;
12,68113426;13,44293981;13,62453704;14,0369213;13,96064815;14,00601852;7;;;;;;;;;;
13,44293981;13,62453704;14,0369213;13,96064815;14,00601852;13,66331019;2;;;;;;;;;;
13,62453704;14,0369213;13,96064815;14,00601852;13,66331019;12,72534722;3;;;;;;;;;;
14,0369213;13,96064815;14,00601852;13,66331019;12,72534722;11,91574074;5;;;;;;;;;;
13,96064815;14,00601852;13,66331019;12,72534722;11,91574074;9,98599537;5;;;;;;;;;;
14,00601852;13,66331019;12,72534722;11,91574074;9,98599537;9,947856315;7;;;;;;;;;;
13,66331019;12,72534722;11,91574074;9,98599537;9,947856315;9,366087963;1;;;;;;;;;;
12,72534722;11,91574074;9,98599537;9,947856315;9,366087963;9,055092593;2;;;;;;;;;;
11,91574074;9,98599537;9,947856315;9,366087963;9,055092593;8,93912037;8;;;;;;;;;;
9,98599537;9,947856315;9,366087963;9,055092593;8,93912037;10,72939815;3;;;;;;;;;;
9,947856315;9,366087963;9,055092593;8,93912037;10,72939815;11,55069444;6;;;;;;;;;;
9,366087963;9,055092593;8,93912037;10,72939815;11,55069444;10,10729167;10;;;;;;;;;;
9,055092593;8,93912037;10,72939815;11,55069444;10,10729167;7,953125;2;;;;;;;;;;
8,93912037;10,72939815;11,55069444;10,10729167;7,953125;5,603356481;2;;;;;;;;;;
10,72939815;11,55069444;10,10729167;7,953125;5,603356481;4,843055556;6;;;;;;;;;;
11,55069444;10,10729167;7,953125;5,603356481;4,843055556;4,071180556;8;;;;;;;;;;
10,10729167;7,953125;5,603356481;4,843055556;4,071180556;4,303125;3;;;;;;;;;;
7,953125;5,603356481;4,843055556;4,071180556;4,303125;5,381597222;6;;;;;;;;;;
5,603356481;4,843055556;4,071180556;4,303125;5,381597222;3,656892523;3;;;;;;;;;;
4,843055556;4,071180556;4,303125;5,381597222;3,656892523;4,36801854;0;;;;;;;;;;
4,071180556;4,303125;5,381597222;3,656892523;4,36801854;6,992708333;3;;;;;;;;;;
4,303125;5,381597222;3,656892523;4,36801854;6,992708333;7,373117034;3;;;;;;;;;;
5,381597222;3,656892523;4,36801854;6,992708333;7,373117034;6,054461182;7;;;;;;;;;;
3,656892523;4,36801854;6,992708333;7,373117034;6,054461182;4,815046296;8;;;;;;;;;;
4,36801854;6,992708333;7,373117034;6,054461182;4,815046296;3,681018519;4;;;;;;;;;;
6,992708333;7,373117034;6,054461182;4,815046296;3,681018519;6,355671296;5;;;;;;;;;;
7,373117034;6,054461182;4,815046296;3,681018519;6,355671296;6,329282407;3;;;;;;;;;;
6,054461182;4,815046296;3,681018519;6,355671296;6,329282407;6,861226852;9;;;;;;;;;;
4,815046296;3,681018519;6,355671296;6,329282407;6,861226852;6,775058275;3;;;;;;;;;;
3,681018519;6,355671296;6,329282407;6,861226852;6,775058275;5,641435185;3;;;;;;;;;;
6,355671296;6,329282407;6,861226852;6,775058275;5,641435185;3,974421296;4;;;;;;;;;;
6,329282407;6,861226852;6,775058275;5,641435185;3,974421296;3,083680556;5;;;;;;;;;;
6,861226852;6,775058275;5,641435185;3,974421296;3,083680556;4,928472222;6;;;;;;;;;;
6,775058275;5,641435185;3,974421296;3,083680556;4,928472222;6,88912037;3;;;;;;;;;;
5,641435185;3,974421296;3,083680556;4,928472222;6,88912037;6,624387398;10;;;;;;;;;;
3,974421296;3,083680556;4,928472222;6,88912037;6,624387398;7,068366165;1;;;;;;;;;;
3,083680556;4,928472222;6,88912037;6,624387398;7,068366165;8,203944316;3;;;;;;;;;;
4,928472222;6,88912037;6,624387398;7,068366165;8,203944316;7,31087963;1;;;;;;;;;;
6,88912037;6,624387398;7,068366165;8,203944316;7,31087963;6,850697674;2;;;;;;;;;;
6,624387398;7,068366165;8,203944316;7,31087963;6,850697674;7,293131548;3;;;;;;;;;;
7,068366165;8,203944316;7,31087963;6,850697674;7,293131548;7,529282407;3;;;;;;;;;;
8,203944316;7,31087963;6,850697674;7,293131548;7,529282407;7,964542294;7;;;;;;;;;;
7,31087963;6,850697674;7,293131548;7,529282407;7,964542294;8,52962963;5;;;;;;;;;;
6,850697674;7,293131548;7,529282407;7,964542294;8,52962963;8,26778679;4;;;;;;;;;;
7,293131548;7,529282407;7,964542294;8,52962963;8,26778679;7,508343266;3;;;;;;;;;;
7,529282407;7,964542294;8,52962963;8,26778679;7,508343266;6,333449074;3;;;;;;;;;;
7,964542294;8,52962963;8,26778679;7,508343266;6,333449074;4,338470452;6;;;;;;;;;;
8,52962963;8,26778679;7,508343266;6,333449074;4,338470452;2,684259259;2;;;;;;;;;;
8,26778679;7,508343266;6,333449074;4,338470452;2,684259259;2,161805556;5;;;;;;;;;;
7,508343266;6,333449074;4,338470452;2,684259259;2,161805556;2,834375;2;;;;;;;;;;
6,333449074;4,338470452;2,684259259;2,161805556;2,834375;6,822685185;6;;;;;;;;;;
4,338470452;2,684259259;2,161805556;2,834375;6,822685185;5,050637312;4;;;;;;;;;;
2,684259259;2,161805556;2,834375;6,822685185;5,050637312;;3;;;;;;;;;;
2,161805556;2,834375;6,822685185;5,050637312;;;8;;;;;;;;;;
2,834375;6,822685185;5,050637312;;;;8;;;;;;;;;;
6,822685185;5,050637312;;;;;5;;;;;;;;;;
5,050637312;;;;;;6;;;;;;;;;;
